8.922605790645879442e-02,2.433307419835993635e+00
1.980790645879732803e-01,2.223532326453554919e+00
2.685133630289532336e-01,2.142093525523633080e+00
2.956570155902004671e-01,2.090291137188936776e+00
3.172327394209354390e-01,2.029302904036192956e+00
3.538418708240534394e-01,1.981792147180675423e+00
3.446547884187082245e-01,1.961940110257241576e+00
3.574610244988863927e-01,1.923552158659538325e+00
3.651169265033407663e-01,1.883993090781490354e+00
3.752783964365256075e-01,1.861409970089397570e+00
3.711024498886414391e-01,1.841963522202145764e+00
3.904510022271714953e-01,1.823018759752796925e+00
3.883630289532293833e-01,1.815964191360811109e+00
3.990812917594654952e-01,1.789623775313385901e+00
3.944877505567928599e-01,1.778013852845250931e+00
3.990812917594654952e-01,1.780917092762162257e+00
4.110523385300668409e-01,1.740968497453537767e+00
4.042316258351892899e-01,1.749408393834544384e+00
4.228841870824053273e-01,1.732761810311173933e+00
4.104955456570155703e-01,1.740118030953196282e+00
4.120267260579064672e-01,1.723789952497566613e+00
4.121659242761692710e-01,1.723436512778290686e+00
4.330456570155902241e-01,1.705705191181824176e+00
4.206570155902004671e-01,1.711033394906373184e+00
4.288697104677060001e-01,1.674519109514962301e+00
4.482182628062360563e-01,1.658090869937322909e+00
4.373608017817371962e-01,1.683699063495197157e+00
4.473830734966592337e-01,1.660262370531537801e+00
4.355512249443206918e-01,1.682425094916757180e+00
4.356904231625834956e-01,1.666602891103356354e+00
4.508630289532293833e-01,1.646988963658830851e+00
4.494710467706013457e-01,1.653242657669877547e+00
4.468262806236080187e-01,1.641331486997351208e+00
4.462694877505568036e-01,1.627990619271202366e+00
4.555957683741648223e-01,1.632000413616146561e+00
4.600501113585745983e-01,1.618862302957382981e+00
4.561525612472160374e-01,1.621974084229595992e+00
4.619988864142539065e-01,1.618473907487582242e+00
4.614420935412026914e-01,1.613731865334299798e+00
4.494710467706013457e-01,1.623965641038607632e+00
4.667316258351892899e-01,1.610118775241142774e+00
