9.312360801781736919e-02,2.400232042886514705e+00
4.084075723830735138e-01,1.944678731724224230e+00
4.270601336302895512e-01,1.783462166786193848e+00
4.653396436525612523e-01,1.681404747794159826e+00
4.852449888641425235e-01,1.621102212804608644e+00
4.977728285077950843e-01,1.583871039669070724e+00
4.913697104677060001e-01,1.568385409042898582e+00
5.013919821826280376e-01,1.545368024733214218e+00
4.997216035634743925e-01,1.534753040929811130e+00
4.926224944320712895e-01,1.542841665512692639e+00
5.020879732739420565e-01,1.510764988122788255e+00
5.033407572383074013e-01,1.502168106821786031e+00
5.005567928730512151e-01,1.513953535957673902e+00
5.091870824053451594e-01,1.498780392967494102e+00
5.069599109131402992e-01,1.490947544047262818e+00
5.139198218262805984e-01,1.476681467706123296e+00
