9.270601336302895790e-02,2.399688167909605152e+00
3.816815144766146917e-01,1.962446525033596290e+00
4.472438752783964300e-01,1.772426260256134256e+00
4.773106904231625980e-01,1.672415401028320758e+00
4.716035634743875327e-01,1.635533484737430099e+00
4.834354120267260746e-01,1.599850364490947863e+00
5.080734966592427293e-01,1.567972192722084213e+00
4.974944320712694767e-01,1.566004926124505259e+00
5.034799554565702051e-01,1.551798040887950814e+00
5.083518930957683368e-01,1.529710243233537215e+00
5.086302895322939444e-01,1.515391899421151711e+00
5.094654788418708780e-01,1.508602517895993866e+00
5.101614699331848968e-01,1.503965503346603505e+00
5.109966592427617194e-01,1.503443136679387671e+00
5.137806236080177946e-01,1.491883873939514160e+00
5.100222717149220930e-01,1.499718691395447223e+00
