6.194320712694877801e-02,2.424435417209051202e+00
3.797327394209354390e-01,1.969200393794912074e+00
4.313752783964365234e-01,1.818914820662641985e+00
4.604677060133630095e-01,1.724720733355631808e+00
4.606069042316258133e-01,1.685495003134803493e+00
4.761971046770601124e-01,1.637366960533952254e+00
4.835746102449888784e-01,1.607226709348965610e+00
4.899777282850779625e-01,1.585106228305175335e+00
4.835746102449888784e-01,1.591454860383430425e+00
4.870545657015590280e-01,1.565457990739197891e+00
4.890033407572382806e-01,1.565230140643837142e+00
5.004175946547884113e-01,1.532327158261189481e+00
4.998608017817371962e-01,1.534404092130407848e+00
4.984688195991091586e-01,1.529764970846935634e+00
4.878897550111358505e-01,1.544878934336974652e+00
5.005567928730512151e-01,1.525601707728563072e+00
