9.187082405345212144e-02,2.397722866682879594e+00
5.040367483296214202e-01,1.551292647302678240e+00
5.013919821826280376e-01,1.541981310971015429e+00
5.045935412026726352e-01,1.514258326682369260e+00
4.732739420935411778e-01,1.601058372354085435e+00
5.036191536748330089e-01,1.535809186707555618e+00
5.157293986636971583e-01,1.502159777995759393e+00
5.207405345211580938e-01,1.509148534420317267e+00
5.051503340757238503e-01,1.516003168789686439e+00
5.064031180400890841e-01,1.551325709418913013e+00
4.995824053452115887e-01,1.570600848282333040e+00
5.150334075723830285e-01,1.529674648183636965e+00
5.004175946547884113e-01,1.574281499449130761e+00
4.986080178173719624e-01,1.588077072548655266e+00
4.887249443207126731e-01,1.612396384234976887e+00
4.951280623608017573e-01,1.572417366821154072e+00
