1.045378619153674860e-01,2.400485958673257869e+00
1.037026726057906495e-01,2.399638171744557624e+00
9.813474387527840181e-02,2.399003081617101962e+00
9.423719376391982705e-02,2.398562823776650088e+00
8.922605790645879442e-02,2.398270615434224595e+00
8.532850779510021966e-02,2.397787153193380760e+00
8.296213808463251405e-02,2.397178763836885995e+00
7.906458797327393928e-02,2.396875647316991653e+00
7.906458797327393928e-02,2.396019270989746985e+00
9.465478841870823834e-02,2.395437521217143484e+00
1.013363028953229439e-01,2.394684057320113801e+00
1.074610244988864205e-01,2.393866754211155801e+00
1.102449888641425374e-01,2.393009660518274906e+00
1.160913140311804065e-01,2.391818105646994042e+00
1.234688195991091308e-01,2.390365526739474777e+00
1.204064587973273925e-01,2.389296989525313997e+00
1.230512249443207196e-01,2.387942501928954186e+00
1.222160356347438692e-01,2.386210378292387357e+00
1.201280623608017850e-01,2.384262458413048069e+00
1.216592427616926542e-01,2.382555345518399204e+00
1.213808463251670328e-01,2.380657949278839780e+00
1.223552338530066869e-01,2.378165306243221533e+00
1.233296213808463271e-01,2.376361701340802046e+00
1.230512249443207196e-01,2.374188045484829868e+00
1.231904231625835233e-01,2.371951343738927243e+00
1.234688195991091308e-01,2.370023609262652098e+00
1.261135857461024579e-01,2.367532679464964929e+00
1.261135857461024579e-01,2.365371242033696753e+00
1.262527839643652616e-01,2.363304680427618987e+00
1.282015590200445421e-01,2.360673400153101120e+00
1.312639198218262804e-01,2.358399811044203709e+00
1.312639198218262804e-01,2.356450838325297781e+00
1.333518930957683646e-01,2.354317909848373525e+00
1.341870824053452149e-01,2.352274873615366246e+00
1.339086859688196074e-01,2.350390140989185639e+00
1.351614699331848690e-01,2.348092475823596370e+00
1.357182628062360841e-01,2.346368971124159764e+00
1.365534521158129067e-01,2.344365033428225775e+00
1.386414253897550186e-01,2.342536654092569393e+00
1.412861915367483179e-01,2.340116391139747787e+00
1.419821826280623644e-01,2.338922458412373118e+00
