9.298440979955456542e-02,2.397888816563428893e+00
2.699053452115812712e-01,2.083504247454415204e+00
3.293429844097995329e-01,1.940244006899605855e+00
3.617761692650334204e-01,1.818162367407199609e+00
3.969933184855233832e-01,1.746614143911716210e+00
4.143930957683741867e-01,1.704107676987099529e+00
4.415367483296213647e-01,1.653114531947448285e+00
4.546213808463251405e-01,1.657935781816465726e+00
4.521158129175946727e-01,1.649705533432749505e+00
4.601893095768374020e-01,1.661612375647620876e+00
4.593541202672605794e-01,1.682678341865539551e+00
4.629732739420935328e-01,1.672885446421867872e+00
4.603285077951002058e-01,1.707364540184493684e+00
4.564309576837416449e-01,1.749857674657770978e+00
4.511414253897549909e-01,1.789849242277904873e+00
4.496102449888641495e-01,1.815402565804203006e+00
